rowid;kepid;kepoi_name;kepler_name;koi_disposition;koi_pdisposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_period_err1;koi_period_err2;koi_time0bk;koi_time0bk_err1;koi_time0bk_err2;koi_impact;koi_impact_err1;koi_impact_err2;koi_duration;koi_duration_err1;koi_duration_err2;koi_depth;koi_depth_err1;koi_depth_err2;koi_prad;koi_prad_err1;koi_prad_err2;koi_teq;koi_teq_err1;koi_teq_err2;koi_insol;koi_insol_err1;koi_insol_err2;koi_model_snr;koi_tce_plnt_num;koi_tce_delivname;koi_steff;koi_steff_err1;koi_steff_err2;koi_slogg;koi_slogg_err1;koi_slogg_err2;koi_srad;koi_srad_err1;koi_srad_err2;ra;dec;koi_kepmag
2294;8733898;K02842.02;Kepler-446 d;CONFIRMED;CANDIDATE;9920;0;0;0;0;5148923460;124,7;-124,7;1333197100;2780;-2780;7190;1860;-5060;96130;5380;-5380;23550000;120000;-120000;172;210;-180;4360;;;854;309;-219;2540;3;q1_q17_dr25_tce;346400;6900;-5500;4923;44;-44;3280;400;-360;282250210;44921108;16257
2298;7090524;K02920.01;Kepler-1386 b;CONFIRMED;CANDIDATE;9800;0;0;0;0;6739682890;639,7;-639,7;1322929600;8160;-8160;6620;210;-4970;418300;19200;-19200;1420000;10700;-10700;148;230;-260;10110;;;24690;10289;-8642;1540;1;q1_q17_dr25_tce;551100;8200;-7100;4261;168;-112;11760;1830;-2030;280823390;42636051;14455
2299;11133306;K00276.01;Kepler-509 b;CONFIRMED;CANDIDATE;9990;0;0;0;0;41745988550;457,2;-457,2;2103991510;858;-858;490;3740;-490;461250;3800;-3800;4218000;4500;-4500;240;120;-130;5840;;;2758;437;-406;11050;1;q1_q17_dr25_tce;597800;7100;-8000;4316;30;-30;11710;600;-600;289664400;48706211;11854
2301;5871985;K02703.01;Kepler-1318 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;2,13259E+11;12140;-12140;2681342400;4570;-4570;370;3960;-370;776800;17200;-17200;19923000;62600;-62600;272;240;-220;2020;;;39;15;-10;3610;1;q1_q17_dr25_tce;447700;15900;-15900;4649;35;-39;6370;560;-510;290376310;41150742;15165
2302;8292840;K00260.02;Kepler-126 d;CONFIRMED;CANDIDATE;10000;0;0;0;0;1,00283E+11;2620;-2620;2450431800;1980;-1980;5350;290;-4290;1086360;8520;-8520;3512000;4400;-4400;251;140;-100;4750;;;1207;243;-159;8190;1;q1_q17_dr25_tce;621400;11300;-8700;4238;33;-27;12970;740;-540;289347320;44208511;10500
2303;9730163;K02704.01;Kepler-445 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;4871223664;76,88;-76,88;1336425500;1510;-1510;7060;660;-4910;159160;5530;-5530;64620000;152000;-152000;156;700;-230;3410;;;318;416;-99;5050;1;q1_q17_dr25_tce;315700;7500;-3700;5112;76;-123;1800;810;-270;298736110;46498634;17475
2304;9730163;K02704.02;Kepler-445 b;CONFIRMED;CANDIDATE;9390;0;0;0;0;2984157711;87,49;-87,49;1331190800;2790;-2790;4500;4790;-2400;126370;6670;-6670;25980000;129000;-129000;92;420;-140;4010;;;612;801;-190;2430;2;q1_q17_dr25_tce;315700;7500;-3700;5112;76;-123;1800;810;-270;298736110;46498634;17475
2305;11453592;K02705.01;Kepler-1319 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;2886762400;37,41;-37,41;1316659200;1250;-1250;9200;320;-6910;98790;3100;-3100;6318000;22600;-22600;124;170;-200;5570;;;2275;963;-798;3710;1;q1_q17_dr25_tce;348300;7800;-7800;4875;60;-60;3890;550;-610;290956150;49366398;14717
2311;10591855;K02845.01;Kepler-1367 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;1574090323;55,22;-55,22;1318611600;3360;-3360;710;3850;-710;157960;9620;-9620;2249000;15200;-15200;93;60;-20;9980;;;23492;4990;-2564;1770;1;q1_q17_dr25_tce;431300;8600;-7700;4662;6;-42;6500;380;-140;288416530;47878731;15571
2314;9451706;K00271.03;Kepler-127 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;14435945900;619,5;-619,5;1415125300;3560;-3560;6130;3440;-3940;341400;10200;-10200;1073000;5300;-5300;146;40;-30;8840;;;14445;2039;-1496;2200;3;q1_q17_dr25_tce;607500;12200;-9700;4264;12;-12;13520;360;-300;285190000;46027962;11485
2319;7609553;K02924.01;Kepler-1387 b;CONFIRMED;CANDIDATE;9990;0;0;0;0;2279523364;85,36;-85,36;1333576000;3340;-3340;330;4300;-330;162020;9780;-9780;1268000;9000;-9000;87;90;-90;11230;;;37478;13500;-10832;1670;1;q1_q17_dr25_tce;501700;15100;-13600;4516;75;-67;7970;790;-870;292440400;43209431;14589
2320;10122538;K02926.01;Kepler-1388 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;12285471800;924,6;-924,6;1319007300;8670;-8670;2910;1750;-2910;299600;10700;-10700;16171000;74100;-74100;221;140;-100;4340;;;839;177;-141;2380;2;q1_q17_dr25_tce;389100;7000;-8600;4718;18;-42;5640;350;-260;283336060;47174541;16279
2322;5480640;K02707.01;Kepler-399 d;CONFIRMED;CANDIDATE;9980;0;0;0;0;58033742600;2476;-2476;1387412000;3210;-3210;210;4010;-210;558400;10700;-10700;8071000;24200;-24200;321;500;-560;4860;;;1317;552;-464;3490;1;q1_q17_dr25_tce;546700;8200;-7300;4271;180;-120;11520;1800;-2000;299501740;40670799;14467
2323;5480640;K02707.02;Kepler-399 b;CONFIRMED;CANDIDATE;9980;0;0;0;0;14425263500;1002;-1002;1367560800;5830;-5830;130;4640;-130;375400;18300;-18300;2212000;16400;-16400;168;260;-290;7730;;;8428;3531;-2974;1520;3;q1_q17_dr25_tce;546700;8200;-7300;4271;180;-120;11520;1800;-2000;299501740;40670799;14467
2324;5480640;K02707.03;Kepler-399 c;CONFIRMED;CANDIDATE;9970;0;0;0;0;26675781800;1187;-1187;1499952700;4020;-4020;7130;2590;-5080;269600;11900;-11900;4748000;26400;-26400;269;420;-470;6300;;;3715;1556;-1311;2000;2;q1_q17_dr25_tce;546700;8200;-7300;4271;180;-120;11520;1800;-2000;299501740;40670799;14467
2325;5175986;K02708.01;Kepler-1320 b;CONFIRMED;FALSE POSITIVE;0;0;0;0;1;868386354;15,44;-15,44;1320674100;1480;-1480;1350;3200;-1350;106600;5530;-5530;4885000;22800;-22800;152;160;-90;13890;;;88033;32899;-19283;2730;1;q1_q17_dr25_tce;479200;14300;-14300;4627;24;-60;7040;740;-430;288433590;40380878;15898
2326;9008737;K02768.01;Kepler-404 b;CONFIRMED;CANDIDATE;;0;0;0;0;11828884300;3158;-3158;1376991000;12300;-12300;2658;2011;-2658;333700;39800;-39800;1910000;23500;-23500;118;450;-90;7300;;;6713;7662;-1593;910;1;q1_q16_tce;565300;16500;-16100;4551;26;-272;8570;3270;-640;286398620;45343529;15228
2327;9008737;K02768.02;Kepler-404 c;CONFIRMED;CANDIDATE;;0;0;0;0;14751203400;2040;-2040;1371559000;9720;-9720;8759;44;-5844;125000;31100;-31100;2611000;39300;-39300;163;620;-120;6780;;;4997;5704;-1185;830;;;565300;16500;-16100;4551;26;-272;8570;3270;-640;286398620;45343529;15228
2330;6521045;K00041.02;Kepler-100 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;6887070730;227,7;-227,7;1331779700;2680;-2680;6960;290;-5080;446790;7570;-7570;687000;2000;-2000;130;80;-70;11550;;;42097;8161;-6383;3820;2;q1_q17_dr25_tce;578800;7800;-7800;4122;33;-27;14740;940;-790;291385990;41990269;11197
2335;6294819;K02852.01;Kepler-1368 b;CONFIRMED;CANDIDATE;9980;0;0;0;0;675650404;23,95;-23,95;1316811400;3370;-3370;300;4400;-300;182610;8870;-8870;2007000;10700;-10700;136;440;-150;20850;;;447306;455159;-139157;2240;1;q1_q17_dr25_tce;596600;20700;-20700;4493;54;-216;9610;3140;-1050;294766970;41644680;15892
2341;11401755;K00277.01;Kepler-36 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;16231917040;142,1;-142,1;1716775800;669;-669;170;2720;-170;746100;2430;-2430;5016000;2800;-2800;354;160;-180;9260;;;17410;2404;-2433;19490;1;q1_q17_dr25_tce;591900;6200;-7100;4042;30;-30;15850;710;-790;291250180;49231834;11866
2344;8292840;K00260.03;Kepler-126 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;21869657140;830,9;-830,9;1402951300;3100;-3100;5570;3800;-3480;551770;8890;-8890;1255000;3100;-3100;151;80;-70;7900;;;9200;1849;-1213;4350;3;q1_q17_dr25_tce;621400;11300;-8700;4238;33;-27;12970;740;-540;289347320;44208511;10500
2345;5272233;K02711.01;Kepler-400 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;9024364140;400,4;-400,4;1335419900;3460;-3460;140;4400;-140;301100;10500;-10500;2146000;10200;-10200;162;260;-200;9390;;;18339;8157;-5251;2350;1;q1_q17_dr25_tce;588500;10500;-11700;4348;110;-110;11110;1780;-1340;290944490;40480042;13642
2346;5272233;K02711.02;Kepler-400 c;CONFIRMED;CANDIDATE;9920;0;0;0;0;17340873500;1296;-1296;1389669400;6270;-6270;4890;4620;-2790;339800;18300;-18300;1590000;13000;-13000;143;230;-170;7550;;;7686;3418;-2201;1350;2;q1_q17_dr25_tce;588500;10500;-11700;4348;110;-110;11110;1780;-1340;290944490;40480042;13642
2355;5688910;K02856.01;Kepler-1369 b;CONFIRMED;CANDIDATE;9180;0;0;0;0;25873091400;1464;-1464;1432864400;5850;-5850;1960;2460;-1960;508500;21600;-21600;6944000;39600;-39600;288;910;-390;6670;;;4682;4492;-1646;2010;1;q1_q17_dr25_tce;603600;19000;-21100;4382;90;-210;10930;3450;-1480;285797240;40936180;15323
2356;6345732;K02857.01;Kepler-1370 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;20264202300;1305;-1305;1352791900;6380;-6380;9140;20;-6470;466400;15600;-15600;1853000;10100;-10100;212;350;-340;7700;;;8292;3447;-2772;1990;1;q1_q17_dr25_tce;593700;7100;-7900;4251;137;-112;12910;2090;-2090;284565670;41778481;13701
2358;6345732;K02857.02;Kepler-1370 c;CONFIRMED;CANDIDATE;9310;0;0;0;0;7441361020;669,3;-669,3;1377469500;6720;-6720;8620;620;-6320;455400;21700;-21700;797000;6400;-6400;133;210;-220;10750;;;31502;13096;-10529;1420;2;q1_q17_dr25_tce;593700;7100;-7900;4251;137;-112;12910;2090;-2090;284565670;41778481;13701
2359;8611257;K02931.01;Kepler-1389 b;CONFIRMED;CANDIDATE;9990;0;0;0;0;99253233600;9160;-9160;1485306700;8380;-8380;9470;50;-6740;720800;22600;-22600;5380000;30600;-30600;217;150;-80;3000;;;193;44;-29;2050;1;q1_q17_dr25_tce;501000;10000;-10000;4623;14;-52;7150;470;-290;285717410;44758419;14699
2363;10880507;K02936.01;Kepler-1390 b;CONFIRMED;CANDIDATE;7300;0;0;0;0;6480213800;414,7;-414,7;1328598000;5270;-5270;7250;2400;-5280;327000;16200;-16200;1420000;11900;-11900;126;160;-120;9340;;;18005;6310;-4056;1370;1;q1_q17_dr25_tce;549600;8200;-7400;4417;95;-95;9830;1260;-940;298662350;48248760;14421
2366;12206313;K02714.01;Kepler-401 b;CONFIRMED;CANDIDATE;9820;0;0;0;0;14383226700;862,4;-862,4;1405764800;5300;-5300;7000;130;-5240;837800;12900;-12900;1785000;5000;-5000;184;310;-310;8890;;;14778;7014;-5407;3900;1;q1_q17_dr25_tce;611500;12200;-13500;4249;137;-112;12910;2160;-2160;290082760;50863480;13312
2367;12206313;K02714.02;Kepler-401 c;CONFIRMED;CANDIDATE;9980;0;0;0;0;47318663100;4051;-4051;1700603500;6330;-6330;1890;2760;-1890;1046500;19500;-19500;2634000;7700;-7700;210;350;-350;5980;;;3022;1435;-1105;3620;2;q1_q17_dr25_tce;611500;12200;-13500;4249;137;-112;12910;2160;-2160;290082760;50863480;13312
2368;9837661;K02715.01;Kepler-1321 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;11128274270;207,4;-207,4;1395441700;2010;-2010;5940;2400;-3880;261180;5920;-5920;60570000;103000;-103000;404;240;-450;4080;;;652;147;-186;6560;1;q1_q17_dr25_tce;364000;8100;-9000;4744;56;-24;5030;300;-560;294528590;46640968;16835
2369;7769819;K02778.01;Kepler-1342 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;2215712960;76,27;-76,27;1318210700;2980;-2980;7960;1220;-5970;182110;8950;-8950;2851000;15500;-15500;170;360;-250;12830;;;63856;44448;-22665;2210;1;q1_q17_dr25_tce;541700;18800;-16900;4447;108;-162;9010;1950;-1300;297020080;43432549;15392
2371;12164564;K02780.01;Kepler-1343 b;CONFIRMED;CANDIDATE;9960;0;0;0;0;3351840410;116,3;-116,3;1316444100;3090;-3090;910;3650;-910;198550;9570;-9570;3453000;20400;-20400;188;600;-190;12940;;;66169;63563;-19878;2000;1;q1_q17_dr25_tce;619800;17500;-21800;4464;52;-208;10050;3260;-1020;294294530;50725368;15526
2374;10397751;K02859.01;Kepler-1371 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;3446212500;187,4;-187,4;1322289400;3640;-3640;7040;2560;-4950;210100;11900;-11900;835000;5900;-5900;70;80;-70;10150;;;25124;9920;-6919;1560;1;q1_q17_dr25_tce;537400;16000;-14400;4555;88;-64;7210;820;-730;288831360;47551991;13851
2375;10397751;K02859.02;Kepler-1371 c;CONFIRMED;CANDIDATE;8290;0;0;0;0;2005414293;98,72;-98,72;1332452600;3690;-3690;8740;690;-6450;193400;12900;-12900;595000;5000;-5000;65;70;-70;12160;;;51685;20408;-14234;1390;2;q1_q17_dr25_tce;537400;16000;-14400;4555;88;-64;7210;820;-730;288831360;47551991;13851
2379;9642292;K02946.01;Kepler-1392 b;CONFIRMED;CANDIDATE;9970;0;0;0;0;15140891600;1144;-1144;1437458400;6410;-6410;1360;3120;-1360;435900;14600;-14600;4768000;27700;-27700;193;600;-190;7140;;;6142;5753;-1851;2010;1;q1_q17_dr25_tce;592600;18700;-20700;4532;50;-200;8870;2730;-910;288766970;46394421;15679
2382;4991208;K02951.01;Kepler-1393 b;CONFIRMED;CANDIDATE;9980;0;0;0;0;2443585430;144,6;-144,6;1328019400;4800;-4800;2580;1900;-2580;185200;14200;-14200;591000;6100;-6100;67;70;-50;12490;;;57437;19622;-12160;1190;1;q1_q17_dr25_tce;556100;11100;-11100;4486;72;-80;8730;990;-660;284459470;40142559;13348
2384;9837661;K02715.02;Kepler-1321 c;CONFIRMED;CANDIDATE;10000;0;0;0;0;2226496196;53,17;-53,17;1333719500;2580;-2580;480;3960;-480;170730;5130;-5130;18391000;59700;-59700;210;130;-230;6970;;;5576;1261;-1592;3600;2;q1_q17_dr25_tce;364000;8100;-9000;4744;56;-24;5030;300;-560;294528590;46640968;16835
2386;9092504;K02716.01;Kepler-1322 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;962864171;21,06;-21,06;1321254800;1810;-1810;7360;190;-5320;168020;5620;-5620;3035000;11300;-11300;152;360;-150;16660;;;182867;133803;-51918;3160;1;q1_q17_dr25_tce;570400;16900;-18600;4575;40;-160;8040;1940;-770;293204530;45435398;15810
2387;5383248;K00261.01;Kepler-96 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;16238477330;147,7;-147,7;1710195640;695;-695;7660;430;-5170;396990;3410;-3410;6467000;5800;-5800;276;420;-240;7110;;;6035;2622;-1402;12580;1;q1_q17_dr25_tce;568300;11400;-11400;4422;85;-114;9930;1500;-870;297069610;40525131;10297
2388;10001368;K02785.01;Kepler-1344 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;4768310330;191,1;-191,1;1348611600;4470;-4470;1910;2720;-1910;323630;6830;-6830;2518000;8200;-8200;178;600;-260;12190;;;52281;53202;-19971;3540;1;q1_q17_dr25_tce;623700;19400;-25900;4374;90;-210;11160;3750;-1610;287086300;46945808;14083
2389;9466429;K02786.01;Kepler-1345 b;CONFIRMED;CANDIDATE;9960;0;0;0;0;44616751000;3014;-3014;1644523800;5510;-5510;6180;460;-4680;783100;15300;-15300;2397000;9600;-9600;231;700;-460;6930;;;5456;4773;-2430;2840;1;q1_q17_dr25_tce;676300;18200;-24300;4220;144;-176;14240;4250;-2830;292477970;46022831;13791
2391;8885643;K02789.01;Kepler-1346 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;3401656170;112,1;-112,1;1320619500;2580;-2580;9060;280;-6820;196170;8460;-8460;1559000;9000;-9000;134;410;-130;12360;;;55242;49504;-15835;1990;1;q1_q17_dr25_tce;617700;16900;-18800;4516;40;-216;9060;2760;-920;291841310;45179180;14497
2392;5652893;K02790.01;Kepler-1347 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;14009486310;667,6;-667,6;1329694700;3680;-3680;2680;1860;-2680;339900;12200;-12200;1699000;8600;-8600;98;60;-50;6170;;;3432;688;-632;2260;1;q1_q17_dr25_tce;515300;10200;-10200;4551;49;-36;7670;410;-460;299659610;40843849;13380
2395;8681833;K02865.01;Kepler-1372 b;CONFIRMED;CANDIDATE;9820;0;0;0;0;1311558909;57,64;-57,64;1315328300;3980;-3980;2180;2460;-2180;191900;12000;-12000;1413000;9700;-9700;115;350;-120;16550;;;177699;161610;-53448;1720;1;q1_q17_dr25_tce;592600;16400;-20500;4501;39;-221;9630;2970;-990;288886630;44839550;15371
2396;4138951;K02866.01;Kepler-1373 b;CONFIRMED;CANDIDATE;9900;0;0;0;0;1291233083;57,12;-57,12;1319910500;3700;-3700;2000;2580;-2000;185500;12300;-12300;660000;5100;-5100;89;260;-110;18870;;;299370;247579;-95771;1590;1;q1_q17_dr25_tce;638400;15300;-19200;4419;62;-200;10860;3140;-1340;285752040;39249210;14135
2397;3102384;K00273.01;Kepler-454 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;10573751447;84,88;-84,88;1750677390;639;-639;7850;40;-5860;172590;1820;-1820;2989000;4300;-4300;207;50;-70;8440;;;12025;1303;-1320;8200;1;q1_q17_dr25_tce;572000;7700;-7700;4400;12;-12;10800;270;-330;287478520;38228840;11457
2398;10471515;K02961.01;Kepler-1395 b;CONFIRMED;CANDIDATE;9920;0;0;0;0;3784750700;400;-400;1335078500;8130;-8130;210;4350;-210;292400;25400;-25400;335000;3200;-3200;70;110;-80;13110;;;69915;31908;-19235;1220;1;q1_q17_dr25_tce;601700;10700;-13100;4326;84;-116;12060;1990;-1330;292337550;47664200;12581
2400;8760040;K02963.01;Kepler-1396 b;CONFIRMED;CANDIDATE;9990;0;0;0;0;18220602400;1324;-1324;1413760700;6170;-6170;1250;3260;-1250;510900;15000;-15000;2018000;11200;-11200;178;300;-230;7860;;;9043;3840;-2601;1970;1;q1_q17_dr25_tce;595100;7100;-7900;4283;120;-120;12620;2090;-1680;294336460;44918289;14544
2402;10098844;K02964.01;Kepler-1397 b;CONFIRMED;CANDIDATE;9850;0;0;0;0;47449713400;6945;-6945;1734565000;11500;-11500;160;4490;-160;1067500;37700;-37700;2064000;13400;-13400;161;280;-180;5510;;;2182;1034;-615;1690;1;q1_q17_dr25_tce;600700;10800;-13300;4353;84;-126;11260;1930;-1280;299675870;47075840;14089
2403;9467404;K02717.01;Kepler-1323 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;929906166;7,77;-7,77;1322512600;725;-725;1020;3380;-1010;174300;2100;-2100;1087000;1600;-1600;148;240;-280;22910;;;651457;314846;-251421;7970;1;q1_q17_dr25_tce;603900;13400;-12100;4169;168;-112;14130;2340;-2600;292872280;46098881;12410
2405;5184911;K02719.01;Kepler-1324 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;4115855140;116;-116;1341172600;2410;-2410;8070;190;-5700;148580;8250;-8250;4258000;24900;-24900;193;130;-200;8950;;;15155;4056;-4389;2080;1;q1_q17_dr25_tce;482700;12900;-14400;4508;84;-70;8230;560;-860;291184970;40311211;15141
2407;6587105;K02721.01;Kepler-1325 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;33878639000;2187;-2187;1602186900;4440;-4440;9230;30;-6450;619400;13400;-13400;7001000;28400;-28400;352;490;-500;5640;;;2400;889;-718;2790;1;q1_q17_dr25_tce;553300;7400;-7400;4348;126;-103;10720;1500;-1500;285017210;42085381;15160
2408;11662184;K02791.01;Kepler-1348 b;CONFIRMED;CANDIDATE;9950;0;0;0;0;27572214400;2237;-2237;1453954300;7310;-7310;5620;240;-4680;525600;20500;-20500;2963000;17100;-17100;194;310;-170;6360;;;3862;1582;-807;2000;1;q1_q17_dr25_tce;591200;7000;-8200;4397;63;-117;10900;1740;-930;292087460;49788761;14718
2409;11127479;K02792.01;Kepler-1349 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;2128216210;111,5;-111,5;1324805500;4260;-4260;980;3540;-980;314600;10600;-10600;259000;1300;-1300;70;20;-30;16680;;;183155;19930;-25246;2210;1;q1_q17_dr25_tce;595200;7100;-8300;4227;14;-16;13770;390;-620;286338350;48744099;11126
2415;8884274;K02868.01;Kepler-1374 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;10652750540;645,1;-645,1;1360899400;5410;-5410;510;4200;-510;268400;12700;-12700;7407000;48800;-48800;220;490;-190;7370;;;6981;4817;-1950;1750;1;q1_q17_dr25_tce;560200;17700;-19700;4571;36;-144;8170;1810;-720;291349980;45172272;15970
2416;7767162;K02869.01;Kepler-1375 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;3300408180;221;-221;1335672300;6020;-6020;80;4460;-80;446200;16400;-16400;988000;5900;-5900;143;260;-190;15430;;;134190;62165;-38251;1930;1;q1_q17_dr25_tce;633300;7500;-8200;4229;99;-121;14380;2610;-1900;296293550;43403271;13749
2420;9838468;K02943.01;Kepler-1391 b;CONFIRMED;CANDIDATE;9480;0;0;0;0;54409961200;5548;-5548;1754030700;6580;-6580;1570;2750;-1570;931400;21600;-21600;1930000;10800;-10800;156;240;-240;5130;;;1635;720;-546;2080;1;q1_q17_dr25_tce;574600;11500;-10400;4309;137;-112;11330;1740;-1740;294831020;46659592;13852
2423;11401755;K00277.02;Kepler-36 b;CONFIRMED;FALSE POSITIVE;630;1;0;0;0;13849845670;536,4;-536,4;1416491400;3200;-3200;120;4380;-120;727830;8490;-8490;846000;2600;-2600;145;70;-70;9770;;;21498;2968;-3004;3520;2;q1_q17_dr25_tce;591900;6200;-7100;4042;30;-30;15850;710;-790;291250180;49231834;11866
2424;7673192;K02722.01;Kepler-402 c;CONFIRMED;CANDIDATE;9800;0;0;0;0;6124797730;323,9;-323,9;1349380300;4280;-4280;7900;370;-5450;346600;12200;-12200;1293000;6900;-6900;151;260;-240;11400;;;39943;19549;-13986;2010;1;q1_q17_dr25_tce;605200;12100;-13300;4285;137;-112;12020;2080;-1890;288370240;43354610;13268
2425;7673192;K02722.02;Kepler-402 e;CONFIRMED;CANDIDATE;10000;0;0;0;0;11242848150;764,9;-764,9;1363208400;5690;-5690;5200;1020;-4060;424100;15600;-15600;1360000;8300;-8300;144;250;-220;9310;;;17770;8698;-6222;1740;3;q1_q17_dr25_tce;605200;12100;-13300;4285;137;-112;12020;2080;-1890;288370240;43354610;13268
2426;7673192;K02722.03;Kepler-402 b;CONFIRMED;CANDIDATE;9970;0;0;0;0;4028770970;240,4;-240,4;1337677400;4870;-4870;1930;2650;-1930;317300;13300;-13300;1004000;6000;-6000;121;210;-190;13110;;;69945;34232;-24492;1860;2;q1_q17_dr25_tce;605200;12100;-13300;4285;137;-112;12020;2080;-1890;288370240;43354610;13268
2427;7673192;K02722.04;Kepler-402 d;CONFIRMED;CANDIDATE;9990;0;0;0;0;8921143180;723,9;-723,9;1374907100;6320;-6320;1200;3360;-1200;393300;18300;-18300;1108000;7800;-7800;127;220;-200;10060;;;24179;11834;-8466;1530;4;q1_q17_dr25_tce;605200;12100;-13300;4285;137;-112;12020;2080;-1890;288370240;43354610;13268
2428;11807274;K00262.01;Kepler-50 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;7812858620;282,3;-282,3;1726138000;2850;-2850;300;4280;-300;409800;7680;-7680;1173000;4000;-4000;168;90;-90;11960;;;48306;7570;-6621;3230;2;q1_q17_dr25_tce;623700;6200;-7400;4136;33;-30;15430;840;-750;288100860;50033718;10421
2430;6697756;K02798.01;Kepler-1351 b;CONFIRMED;CANDIDATE;9920;0;0;0;0;916142298;18,09;-18,09;1320222100;1670;-1670;2320;2560;-2320;115550;5450;-5450;985000;5100;-5100;60;50;-50;12120;;;50747;14279;-13635;2300;1;q1_q17_dr25_tce;437400;11800;-13100;4639;52;-24;6140;450;-560;293608730;42197681;14107
2443;12314973;K00279.01;Kepler-450 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;28454890910;248,6;-248,6;1767062650;670;-670;5000;610;-3520;815930;5760;-5760;14186000;6700;-6700;608;340;-430;7690;;;8270;1447;-1461;24470;1;q1_q17_dr25_tce;620600;8000;-7400;4159;48;-32;15730;890;-1110;295486510;51013500;11684
2451;11135308;K02805.01;Kepler-1352 b;CONFIRMED;CANDIDATE;9990;0;0;0;0;1877878538;73,77;-73,77;1322613100;3260;-3260;2480;2110;-2480;239000;10100;-10100;475000;2800;-2800;78;170;-100;17010;;;197735;124888;-64281;2060;1;q1_q17_dr25_tce;632400;15000;-18800;4352;96;-144;11150;2440;-1420;290693730;48701481;13295
2452;6521045;K00041.03;Kepler-100 d;CONFIRMED;CANDIDATE;10000;0;0;0;0;35333193200;2248;-2248;1539824900;4890;-4890;6560;2700;-4330;596600;12800;-12800;997000;3600;-3600;155;100;-80;6700;;;4752;921;-721;2880;3;q1_q17_dr25_tce;578800;7800;-7800;4122;33;-27;14740;940;-790;291385990;41990269;11197
2453;8077137;K00274.01;Kepler-128 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;15089641500;466,4;-466,4;1759537100;2330;-2330;200;3850;-200;433490;6750;-6750;778000;2900;-2900;142;90;-60;9680;;;20764;3938;-2756;2950;1;q1_q17_dr25_tce;606300;8500;-7300;4061;30;-30;16130;980;-740;282492220;43980209;11390
2454;7019524;K02877.01;Kepler-1376 b;CONFIRMED;CANDIDATE;9810;0;0;0;0;5308739780;455;-455;1342506100;6400;-6400;1730;2750;-1730;301800;17500;-17500;1275000;9100;-9100;108;330;-120;10420;;;27921;25405;-8277;1670;1;q1_q17_dr25_tce;591400;15800;-19300;4483;54;-216;9550;2970;-990;286958440;42541382;14699
2456;9825174;K02880.01;Kepler-1377 b;CONFIRMED;CANDIDATE;9930;0;0;0;0;740926358;18,37;-18,37;1319116300;2060;-2060;2020;2570;-2020;101630;6860;-6860;1955000;11800;-11800;122;300;-130;18730;;;290921;209790;-87959;2000;1;q1_q17_dr25_tce;561800;15200;-16900;4494;72;-168;8740;2130;-980;289195470;46651699;15918
2461;12008872;K02729.01;Kepler-1327 b;CONFIRMED;CANDIDATE;10000;0;0;0;0;14887766500;776,4;-776,4;1419543200;4490;-4490;7950;1340;-5760;498100;13100;-13100;2525000;10200;-10200;196;600;-330;8310;;;11285;10175;-4405;2840;1;q1_q17_dr25_tce;614300;16400;-20000;4344;132;-198;11160;3440;-1850;289064850;50460972;13914
2462;8415200;K02730.01;Kepler-1328 b;CONFIRMED;CANDIDATE;9890;0;0;0;0;4521586140;229;-229;1332180400;3850;-3850;2030;2510;-2030;347020;9880;-9880;1062000;4700;-4700;131;210;-240;12140;;;51368;21155;-19264;2620;1;q1_q17_dr25_tce;557600;8300;-7500;4201;182;-112;12890;1980;-2420;284675380;44417770;13836
