rowid;kepid;kepoi_name;kepler_name;koi_disposition;koi_pdisposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_period_err1;koi_period_err2;koi_time0bk;koi_time0bk_err1;koi_time0bk_err2;koi_impact;koi_impact_err1;koi_impact_err2;koi_duration;koi_duration_err1;koi_duration_err2;koi_depth;koi_depth_err1;koi_depth_err2;koi_prad;koi_prad_err1;koi_prad_err2;koi_teq;koi_teq_err1;koi_teq_err2;koi_insol;koi_insol_err1;koi_insol_err2;koi_model_snr;koi_tce_plnt_num;koi_tce_delivname;koi_steff;koi_steff_err1;koi_steff_err2;koi_slogg;koi_slogg_err1;koi_slogg_err2;koi_srad;koi_srad_err1;koi_srad_err2;ra;dec;koi_kepmag
7024;5471770;K06012.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;1;12426173000;3484;-3484;1415013000;26800;-26800;9970;1090;-130;3064000;120000;-120000;1151000;3900;-3900;267;720;-720;10060;;;24241;19371;-13024;3690;1;q1_q17_dr25_tce;636700;17700;-22200;4181;246;-164;13570;3660;-3660;297745670;40652519;13605
7025;5556804;K06013.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;1;12424430600;8559;-8559;1416470000;74600;-74600;9800;20;-6850;2615000;100000;-100000;2141000;13900;-13900;159;420;-130;7140;;;6131;4937;-1652;1550;1;q1_q17_dr25_tce;576100;19000;-19000;4581;42;-168;7910;2050;-680;297632630;40709129;15899
7026;5597970;K06014.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;6717383280;5,34;-5,34;1372100078;65,3;-65,3;1590;90;-1160;360057;155;-155;1649800000;151000;-151000;3765;8690;-5070;8830;;;14387;10612;-5040;120820;1;q1_q17_dr25_tce;530100;18500;-18500;4416;139;-186;9360;2160;-1260;283439820;40836220;12778
7027;4459068;K06114.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;24955998503;37,98;-37,98;1490944370;126;-126;9960;620;-120;276331;816;-816;48561000;11400;-11400;3691;5210;-15620;14380;;;101142;51591;-77854;55560;1;q1_q17_dr25_tce;861700;32500;-75800;3780;408;-72;30180;4260;-12770;290024350;39563389;11458
7029;4547480;K06116.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;4426942241;35,25;-35,25;1335643830;670;-670;9510;1190;-330;161160;5650;-5650;28966000;54800;-54800;543;920;-500;9580;;;19940;11113;-5333;6890;1;q1_q17_dr25_tce;551100;18000;-16300;4569;56;-96;7460;1270;-680;287138150;39673592;15469
7030;4739229;K06118.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;5,71281E+11;55830;-55830;3680081000;6560;-6560;6109;726;-4752;2182700;33200;-33200;4607000;12500;-12500;365;2310;-750;3240;;;262;515;-121;3780;1;q1_q16_tce;708100;19300;-27600;4160;129;-354;16190;10260;-3300;289533360;39836639;12767
7032;8620565;K01250.02;;FALSE POSITIVE;FALSE POSITIVE;;0;1;1;0;1213672208;21,49;-21,49;1319497800;1500;-1500;73743;31980;-58140;136440;8160;-8160;27310000;125000;-125000;69714;305500;-65860;17890;;;242245;310891;-68238;2480;2;q1_q16_tce;611300;15300;-19900;4463;49;-303;9950;4360;-940;290267670;44712849;14912
7036;9767392;K06211.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1457256942;4,82;-4,82;1316089100;331;-331;5490;90;-30;651381;365;-365;3649000000;142000;-142000;9816;30570;-17820;21120;;;468652;432228;-200772;244380;1;q1_q17_dr25_tce;663000;18700;-25800;4235;128;-192;14160;4410;-2570;290478030;46537949;14713
7037;9774400;K06212.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;10818248422;96,69;-96,69;1371702600;769;-769;8130;20;-20;1828480;4520;-4520;136960000;29900;-29900;1171;2890;-1560;8300;;;11255;8198;-3665;58100;1;q1_q17_dr25_tce;595500;15900;-15900;4446;116;-174;8940;2210;-1190;293455140;46521751;13392
7038;9839081;K06213.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;2559236603;30,44;-30,44;1322638630;991;-991;12510;69900;-5340;167060;5350;-5350;112730000;301000;-301000;3766;11600;-3880;12960;;;66595;60096;-19143;4570;1;q1_q17_dr25_tce;595500;16000;-17800;4534;38;-212;8830;2720;-910;295071140;46687820;14752
7039;9974142;K06214.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;2,81359E+11;657500;-657500;3905820000;198000;-198000;371;4145;-368;774000;160000;-160000;2785000;43600;-43600;422;1480;-2190;4460;;;934;1009;-744;620;5;q1_q16_tce;604900;20100;-19300;3728;503;-207;25220;8860;-13090;299871310;46822491;13654
7040;9974142;K06214.02;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;1,54537E+11;54390;-54390;1776970000;57000;-57000;3257;1155;-3257;1544000;440000;-440000;2585000;57300;-57300;410;1440;-2130;5440;;;2076;2244;-1654;350;6;q1_q16_tce;604900;20100;-19300;3728;503;-207;25220;8860;-13090;299871310;46822491;13654
7041;10163066;K06215.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;4,62123E+11;213700;-213700;4082031000;26000;-26000;2396;2508;-2395;846000;130000;-130000;6990000;130000;-130000;190;90;-140;1690;;;19;5;-4;690;2;q1_q16_tce;454700;15200;-12100;4559;46;-33;7470;370;-560;298900120;47146481;15165
7044;7429287;K04260.02;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;1,01889E+11;21410;-21410;2139353000;17600;-17600;237;4450;-236;271000;100000;-100000;809000;15600;-15600;143;90;-60;4870;;;1326;216;-164;850;5;q1_q16_tce;580200;6000;-6000;4073;12;-12;15900;900;-700;286395840;43075821;11443
7045;11296045;K04396.04;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;4,37516E+11;;;5220553193;;;;;;416000;;;;;;;;;;;;;;;;1;q1_q16_tce;;;;;;;;;;291361880;49021980;12981
7046;6592335;K04777.02;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;48502366900;4934;-4934;1682091000;7750;-7750;306120;338200;-286100;105300;32300;-32300;7400000;141000;-141000;90603;161800;-161800;1920;;;32;15;-12;550;1;q1_q16_tce;339600;5000;-5000;4991;60;-60;2800;500;-500;287262150;42032310;15896
7047;5951416;K04781.02;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;5,24141E+11;200400;-200400;3449169000;25600;-25600;1508;3052;-1508;1160300;86300;-86300;4037000;56200;-56200;188;750;-180;2370;;;74;87;-21;920;1;q1_q16_tce;622500;17100;-19700;4481;55;-290;9310;3710;-900;288975740;41279121;14892
7048;5769810;K04913.02;;FALSE POSITIVE;FALSE POSITIVE;3010;1;0;0;0;8973772210;760,3;-760,3;1397397800;7350;-7350;2370;2180;-2370;213500;23800;-23800;1065000;13700;-13700;296;480;-1120;15300;;;129496;64806;-84993;940;1;q1_q17_dr25_tce;653700;17600;-19500;3760;285;-95;28290;4570;-10670;283678800;41096882;13360
7049;5643492;K06015.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;41865397230;849,9;-849,9;1611767900;1540;-1540;12860;65520;-1100;666300;7890;-7890;43093000;49600;-49600;3114;7390;-2450;5000;;;1479;1041;-367;10340;1;q1_q17_dr25_tce;606300;16400;-18200;4584;33;-176;7880;1870;-620;297760530;40829948;14528
7051;5961350;K06017.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;5262652179;2,13;-2,13;1356269856;32,5;-32,5;9600;540;-120;285554;154;-154;226510000;7400;-7400;3599;6490;-2990;14990;;;119171;53875;-24314;224690;1;q1_q17_dr25_tce;704900;7400;-9500;4212;54;-126;15490;2790;-1290;292174500;41290661;13537
7052;10340423;K00736.03;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;3,45982E+11;;;3921763832;;;;;;297000;;;;;;;;;;;;;;;;3;q1_q16_tce;;;;;;;;;;292193970;47457088;15962
7053;5979863;K06018.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;16621853404;9,24;-9,24;1335526451;46,5;-46,5;5800;130;-40;391517;391;-391;552970000;38600;-38600;2232;5960;-3200;7190;;;6330;5092;-2264;187260;1;q1_q17_dr25_tce;594900;17700;-19500;4451;101;-174;9070;2420;-1300;297000060;41290031;15229
7054;6117415;K06019.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;19741616041;8,06;-8,06;1364469220;34,1;-34,1;10400;210;-610;307231;144;-144;888220000;33800;-33800;8298;17810;-16010;9020;;;15660;9589;-6538;215300;1;q1_q17_dr25_tce;653500;14700;-18000;4183;140;-140;15290;3280;-2950;289861050;41408192;10543
7055;6128027;K06020.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;5455766383;8,66;-8,66;1369072170;131;-131;7940;4040;-380;289230;1130;-1130;1045400000;225000;-225000;2820;3490;-2360;7950;;;9427;3966;-2412;53680;1;q1_q17_dr25_tce;506700;15100;-15100;4625;39;-66;6940;860;-580;293218540;41417339;15863
7056;6146418;K06021.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;22446207040;308,3;-308,3;1491595000;1100;-1100;12560;6890;-1600;754910;5920;-5920;16268000;14000;-14000;5820;10870;-18640;8940;;;15081;8567;-8839;13880;1;q1_q17_dr25_tce;607000;16500;-16500;3969;273;-117;17770;3320;-5690;297793700;41402401;11878
7058;4826439;K06121.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1237147407;0,42;-0,42;1326581514;28,2;-28,2;4660;20;-20;706623;226;-226;4353600000;99700;-99700;10618;18310;-20300;21070;;;468026;210948;-178067;555740;1;q1_q17_dr25_tce;606400;8200;-8200;4160;168;-112;14490;2500;-2770;289029820;39951889;13820
7059;4990977;K06123.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;2649026189;10,03;-10,03;1333792810;312;-312;9140;9960;-810;246980;2320;-2320;521720000;327000;-327000;3270;9640;-7210;13770;;;85259;73832;-38889;19010;1;q1_q17_dr25_tce;583800;15900;-15900;4342;205;-205;9880;2910;-2180;284345030;40196091;13870
7060;5034333;K06124.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;6932281325;72,29;-72,29;1348761980;863;-863;12910;1510;-900;1103010;4290;-4290;64059000;23500;-23500;9057;20340;-22600;18720;;;290234;194804;-155425;32580;1;q1_q17_dr25_tce;867500;23800;-40800;4080;150;-150;21680;4870;-5410;297400390;40149479;11520
7061;5039441;K06125.01;;FALSE POSITIVE;FALSE POSITIVE;10;0;1;0;0;2151384476;0,81;-0,81;1331088143;31,3;-31,3;2370;270;-120;334471;272;-272;2638600000;87000;-87000;6620;18220;-18220;17250;;;209748;169967;-112247;265760;1;q1_q17_dr25_tce;618400;16800;-18600;4190;270;-180;12570;3460;-3460;298409850;40156792;12916
7062;8231299;K07874.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;562273947;16,39;-16,39;1315243300;3040;-3040;6620;1120;-3830;315720;8700;-8700;670000;1700;-1700;73;60;-90;20830;;;441219;113412;-117522;5240;1;q1_q17_dr25_tce;563200;9000;-7800;4450;117;-63;8470;730;-1010;291064180;44170399;13042
7063;5121173;K06126.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;17435221800;2144;-2144;1432261000;9830;-9830;12110;5050;-630;5166600;54500;-54500;6033000;5900;-5900;6791;11030;-25770;11950;;;48216;25820;-32187;12180;1;q1_q17_dr25_tce;631300;20500;-22800;3706;336;-105;26410;4290;-10020;297168430;40275520;13439
7064;5306984;K06127.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;1,14272E+11;;;1633628542;;;;;;219000;;;;;;;;;;;;;;;;2;q1_q16_tce;;;;;;;;;;299236790;40425819;13050
7065;10198662;K06216.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;26408055320;;;1557466070;;;;;;270000;;;;;;;;;;;;;;;;4;q1_q16_tce;;;;;;;;;;287784610;47228043;12655
7067;4157325;K01860.04;;FALSE POSITIVE;FALSE POSITIVE;850;0;0;1;0;24843483700;4281;-4281;1481777000;15300;-15300;6410;3130;-4200;480000;36700;-36700;2174000;17900;-17900;158;230;-170;6250;;;3597;1507;-945;1420;4;q1_q17_dr25_tce;567000;11400;-11400;4397;95;-105;10220;1480;-1080;291556950;39227291;14028
7069;10219361;K06218.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;1,17634E+11;25640;-25640;1760874000;12500;-12500;5206;4167;-3103;382000;34600;-34600;2531000;32200;-32200;378;2330;-1370;5130;;;1634;3082;-1043;870;2;q1_q16_tce;523600;13400;-15000;3711;390;-361;23320;14350;-8460;296108460;47222279;12742
7070;10228942;K06219.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;21025447023;7,82;-7,82;1482226428;30,6;-30,6;9780;240;-190;652216;184;-184;1157400000;28100;-28100;13584;25350;-50700;11230;;;37640;21353;-24560;488190;1;q1_q17_dr25_tce;663100;18000;-20000;3798;328;-82;24380;4550;-9100;298827390;47257740;13079
7071;10341878;K06220.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;0;1;933753371;89,69;-89,69;1315094500;9540;-9540;3110;1880;-3110;443800;22100;-22100;473000;3100;-3100;144;380;-470;31370;;;2285090;1848542;-1416144;1980;1;q1_q17_dr25_tce;728600;22800;-33000;3998;246;-164;20560;5440;-6650;292760280;47448299;13231
7072;10357831;K06221.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1721535880;147,6;-147,6;1317292000;11300;-11300;20;4300;-20;192270;9540;-9540;399290000;1663000;-1663000;1289;920;-1160;10450;;;28141;8968;-7930;2930;1;q1_q17_dr25_tce;453500;15900;-15900;4607;54;-27;6680;480;-600;298108340;47487919;16459
7074;6150977;K06022.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;2765621941;9,96;-9,96;1336800950;298;-298;12620;1650;-1060;231910;1800;-1800;83422000;58800;-58800;3442;7030;-3240;11340;;;39186;25417;-10686;17320;1;q1_q17_dr25_tce;542300;17700;-16100;4542;45;-135;8280;1690;-780;298824430;41435921;15664
7075;6182019;K06023.01;;FALSE POSITIVE;FALSE POSITIVE;10;0;1;0;0;3664964374;9,99;-9,99;1341528790;236;-236;5520;160;-20;390580;1570;-1570;908270000;280000;-280000;3098;8780;-4740;11840;;;46489;40040;-17495;43780;1;q1_q17_dr25_tce;572600;17700;-19700;4403;128;-192;9870;2800;-1510;282684910;41587959;15643
7076;6209347;K06025.01;;FALSE POSITIVE;FALSE POSITIVE;340;0;1;0;0;2136577151;12,93;-12,93;1330265790;483;-483;9960;66910;-200;246820;3310;-3310;790780000;710000;-710000;4389;9690;-6450;13110;;;69875;47395;-24871;12430;1;q1_q17_dr25_tce;545700;16400;-16400;4442;126;-168;9050;2000;-1330;293198330;41558311;15281
7077;6268722;K06026.01;;FALSE POSITIVE;FALSE POSITIVE;50;0;1;0;0;2638432816;3,56;-3,56;1330039460;112;-112;8630;1050;-130;242989;854;-854;484880000;126000;-126000;4977;9970;-14960;19330;;;329902;192300;-185223;52940;1;q1_q17_dr25_tce;650200;15500;-17500;3991;280;-120;17530;3510;-5270;285518400;41660469;12601
7078;6301030;K06027.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;11991000357;59,86;-59,86;1395983370;549;-549;5340;150;-160;646480;1040;-1040;3759400000;558000;-558000;7878;22800;-18610;8970;;;15329;13679;-7508;80290;1;q1_q17_dr25_tce;598800;19700;-19700;4271;225;-184;11300;3270;-2670;296296360;41604561;17777
7079;10480982;K00744.02;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;2037464140;147,2;-147,2;1315456700;5740;-5740;80;4600;-80;289500;23600;-23600;1388000;11800;-11800;112;360;-120;14740;;;111826;109007;-32766;1410;2;q1_q17_dr25_tce;611700;18200;-20000;4496;52;-208;9470;3080;-960;295814540;47690350;15341
7080;6606934;K06028.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;37806940720;25,91;-25,91;1538409531;56,1;-56,1;11110;970;-1300;384264;293;-293;1063300000;46500;-46500;7201;22610;-8080;6170;;;3414;3142;-1062;157180;1;q1_q17_dr25_tce;638700;17200;-21100;4410;65;-208;11050;3470;-1240;292071660;42076382;14898
7082;5385548;K06128.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;1;12425550550;941,7;-941,7;1415457000;7180;-7180;9730;10;-20;2849200;45500;-45500;4090000;5700;-5700;379;1060;-1070;10270;;;26242;21271;-14455;12370;1;q1_q17_dr25_tce;638100;15500;-21400;4155;246;-164;14230;4020;-4020;297613530;40584942;13244
7084;5471617;K06131.01;;FALSE POSITIVE;FALSE POSITIVE;;0;1;0;1;12423732700;7974;-7974;1339642000;57900;-57900;1320;3478;-1320;1815000;190000;-190000;301000;4300;-4300;112;880;-720;10570;;;29463;74639;-26039;2010;1;q1_q16_tce;522100;12700;-11600;3720;821;-402;20670;16360;-13300;297702700;40686230;12409
7085;5471617;K06131.02;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;94381630000;116300;-116300;1713362000;72500;-72500;5930;552;-4628;1187000;280000;-280000;912000;16300;-16300;204;1620;-1310;5370;;;1972;4995;-1743;750;3;q1_q16_tce;522100;12700;-11600;3720;821;-402;20670;16360;-13300;297702700;40686230;12409
7088;10363233;K06222.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;1;0;2,109E+11;59920;-59920;2301954000;26400;-26400;3202;1361;-3201;216700;42800;-42800;33450000;477000;-477000;485;1830;-490;2680;;;122;149;-35;780;2;q1_q16_tce;533200;21100;-16400;4500;66;-245;8430;3190;-840;299617070;47406021;14788
7089;10385682;K06223.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;3103730697;1,12;-1,12;1328744585;29,9;-29,9;5390;20;-30;693402;173;-173;3692300000;86400;-86400;7528;24150;-8620;13400;;;76325;72273;-24377;514360;1;q1_q17_dr25_tce;607500;16900;-21100;4422;70;-224;10910;3500;-1250;282189640;47523762;15001
7091;10414727;K06224.02;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;2,53405E+11;148000;-148000;2736514000;37600;-37600;3967;460;-3967;743000;160000;-160000;2408000;49600;-49600;269;1610;-550;4430;;;913;1719;-435;500;3;q1_q16_tce;730400;22800;-34100;4151;120;-346;16900;10080;-3450;295681920;47591881;12962
7092;10483644;K06225.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;5110771787;9,4;-9,4;1333153440;147;-147;8780;2140;-330;248392;863;-863;506810000;156000;-156000;2698;8330;-2780;10480;;;28485;25797;-8192;39400;1;q1_q17_dr25_tce;602900;16300;-18100;4523;52;-208;8940;2760;-920;296681700;47600342;13985
7094;10601549;K06226.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;1463773705;7,21;-7,21;1328075890;406;-406;8380;64290;-810;191230;2880;-2880;647760000;620000;-620000;2179;2050;-1830;13290;;;73919;25613;-18933;11970;1;q1_q17_dr25_tce;544600;16200;-16200;4599;77;-56;6680;630;-560;292479430;47834610;13318
7095;10614158;K06227.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;4462553120;390,5;-390,5;1336497700;8510;-8510;40;1020;-40;1409570;7070;-7070;227200000;183000;-183000;5274;29740;-16020;17950;;;245834;431808;-137094;14090;1;q1_q17_dr25_tce;484700;14700;-11000;3277;325;-325;36190;20410;-10990;296975220;47886551;14673
7096;8505215;K00099.02;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;79878049450;;;1847704412;;;;;;319000;;;;;;;;;;;;;;;;1;q1_q16_tce;;;;;;;;;;295434330;44531120;12960
7099;6614926;K06029.01;;FALSE POSITIVE;FALSE POSITIVE;190;0;1;0;0;3026764871;2,63;-2,63;1333279059;69,4;-69,4;1980;660;-170;432532;322;-322;667200000;53800;-53800;2636;7810;-2790;13600;;;81038;68556;-24347;156120;1;q1_q17_dr25_tce;628300;15000;-20600;4459;52;-208;10100;2990;-1070;294331390;42093979;14044
7100;6628237;K06030.01;;FALSE POSITIVE;FALSE POSITIVE;10;0;1;0;0;3840130917;11,86;-11,86;1351397650;259;-259;8720;9870;-550;289510;2330;-2330;604010000;276000;-276000;3344;9950;-4990;12050;;;49848;43489;-18304;27560;1;q1_q17_dr25_tce;593100;16000;-19600;4418;101;-188;10120;3010;-1510;297471040;42087898;14479
7101;6934587;K06032.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1570919281;4,74;-4,74;1324736200;255;-255;10830;1000;-830;322320;1410;-1410;651240000;238000;-238000;5912;18460;-9920;17970;;;247329;234612;-100802;31690;1;q1_q17_dr25_tce;619200;19400;-23700;4326;128;-208;11620;3630;-1950;286997650;42465160;13406
7102;7219906;K06033.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;35089769020;241,9;-241,9;1533967020;570;-570;12640;11710;-1600;396230;2770;-2770;57546000;40100;-40100;3310;8610;-2860;5010;;;1495;1147;-391;17080;1;q1_q17_dr25_tce;560300;15200;-16900;4556;31;-178;8460;2200;-730;297014590;42789169;14266
7103;7257373;K06034.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;5233450136;2,86;-2,86;1331261573;43,7;-43,7;4570;30;-20;857374;258;-258;4304200000;118000;-118000;7033;20950;-7490;10500;;;28760;25358;-8855;392180;1;q1_q17_dr25_tce;584100;16400;-20500;4454;67;-202;9770;2910;-1040;282053280;42864952;13424
7104;7295570;K06035.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;3603701100;1393;-1393;1316711000;49900;-49900;12250;68300;-4820;299400;11100;-11100;161120000;568000;-568000;6694;19950;-29900;14640;;;108900;102486;-79383;3340;1;q1_q17_dr25_tce;563300;20300;-16900;4016;495;-165;15470;4610;-6910;295657990;42801239;14492
7105;7362852;K06036.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;3518356021;2,08;-2,08;1318005089;49,3;-49,3;5930;60;-130;690375;218;-218;3167500000;83000;-83000;6449;18580;-7960;12660;;;60641;51834;-20281;321760;1;q1_q17_dr25_tce;620100;17500;-21900;4472;52;-195;9890;2850;-1220;291809660;42981609;15168
7107;5641294;K06133.01;;FALSE POSITIVE;FALSE POSITIVE;;0;1;0;0;2616094300;2203;-2203;1325162000;46500;-46500;6458;3318;-4113;2134000;400000;-400000;293000;3100;-3100;81;460;-170;17440;;;218814;380354;-102847;560;2;q1_q16_tce;664500;17000;-27800;4232;137;-321;14200;8140;-2940;297315430;40874981;12754
7108;5738698;K06134.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;2404386969;0,55;-0,55;1332105484;18,9;-18,9;6130;20;-20;740348;58;-58;3131700000;86400;-86400;7972;22460;-14960;16700;;;183811;146217;-75315;857740;1;q1_q17_dr25_tce;646600;14500;-17800;4278;165;-182;12100;3410;-2270;299719790;40903961;11941
7109;5768927;K06135.01;;FALSE POSITIVE;FALSE POSITIVE;210;0;1;0;0;4390513938;13,04;-13,04;1325507610;242;-242;8790;4970;-430;294720;1570;-1570;468290000;208000;-208000;4183;12130;-13350;14010;;;91071;77672;-53708;29070;1;q1_q17_dr25_tce;608100;16500;-18300;4133;286;-154;14540;4220;-4640;283261720;41084480;13209
7110;5814635;K06136.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;3869638220;;;1316242000;;;;;;229000;;;;;;;;;;;;372891;847649;-133871;;1;q1_q17_dr25_tce;;;;;;;;;;297834930;41058319;11399
7111;5816144;K06137.02;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;7384681000;1003;-1003;1321721000;11200;-11200;680;3830;-680;354800;27900;-27900;1428000;15300;-15300;122;420;-140;10000;;;23656;24275;-7397;1060;2;q1_q17_dr25_tce;617400;18500;-20300;4445;70;-224;10210;3490;-1160;298194120;41029331;14191
7113;10728219;K06229.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;3371796653;6,82;-6,82;1348762890;183;-183;32190;2480;-7430;344210;1850;-1850;3669000000;832000;-832000;30628;75230;-40640;11550;;;41947;31332;-13673;56020;1;q1_q17_dr25_tce;561500;16900;-15200;4455;94;-175;9120;2240;-1210;290660580;48046150;15909
7115;8112324;K07867.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;575925434;1,18;-1,18;1319245800;173;-173;9050;360;-430;246760;1280;-1280;1374000000;490000;-490000;3824;4420;-3190;18340;;;266670;111499;-68375;35440;2;q1_q17_dr25_tce;546100;18100;-16400;4586;82;-67;6830;790;-570;296647640;43995041;14563
7116;10971944;K06231.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;4,96176E+11;419900;-419900;1740663000;35200;-35200;4188;557;-4183;1163000;230000;-230000;2930000;40600;-40600;346;1300;-1240;3580;;;388;427;-252;1130;2;q1_q16_tce;664300;18400;-25200;3946;302;-192;19760;7370;-7110;289909670;48489231;13515
7117;10973583;K06232.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;6256352128;39,67;-39,67;1335431810;542;-542;12690;61590;-1690;235120;2580;-2580;32893000;31200;-31200;3076;8680;-2910;9180;;;16792;13906;-4593;12040;1;q1_q17_dr25_tce;577200;15500;-17200;4549;46;-184;8360;2360;-790;290798800;48483929;15798
7118;11099351;K06234.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;2377955070;6,92;-6,92;1325573330;231;-231;12980;13160;-1060;243290;1300;-1300;43911000;18900;-18900;9261;34070;-27870;29650;;;1826157;2043230;-1079203;25750;1;q1_q17_dr25_tce;956500;30200;-41600;4088;171;-209;22860;8410;-6880;298277370;48640820;11639
7119;11147460;K06235.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;2053866175;7,86;-7,86;1329440620;313;-313;12650;1820;-950;480450;1630;-1630;50213000;15700;-15700;15825;72720;-48490;25280;;;963157;1302840;-540276;38050;1;q1_q17_dr25_tce;505100;12700;-11400;3220;330;-270;40890;18790;-12530;296205020;48766811;13912
7120;10662202;K00750.04;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;36552131300;7078;-7078;1650716000;14900;-14900;4969;4653;-3028;248100;38900;-38900;2829000;43400;-43400;90;50;-60;3610;;;403;94;-95;770;3;q1_q16_tce;472200;13100;-14400;4723;53;-26;5270;270;-370;290465120;47929180;15377
7121;11607193;K00983.02;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;5177577252;;;1329009561;;;13410;;;247770;;;13254000;;;7382;22400;-13810;16710;;;184690;165375;-83210;2360;1;q1_q17_dr25_tce;742900;20600;-33500;4143;105;-195;17960;5450;-3360;289874110;49685490;12616
7124;11968463;K02433.07;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;86431871000;17190;-17190;4230356000;15000;-15000;9500;110;-6460;737400;41400;-41400;4151000;40000;-40000;285;990;-330;4640;;;1097;1128;-373;1120;6;q1_q17_dr25_tce;632500;17400;-26100;4409;58;-218;11120;3880;-1290;294338470;50336540;15212
7126;8042747;K07861.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;4,69523E+11;95310;-95310;3814073000;14600;-14600;7330;50;-5450;548700;56500;-56500;3557000;41600;-41600;210;710;-230;2520;;;95;94;-30;1050;1;q1_q17_dr25_tce;619700;17200;-21600;4449;56;-224;10350;3490;-1160;296389040;43850510;14091
